ZipCode,PercentageInsecurities,City,Neighborhood,Latitude,Longitude,TotalPopulation,ApproxInNeed
89106,25.5,"Las Vegas, NV",Bonanza Village | West Las Vegas,36.18102,-115.16396,"25,759",6569
